REF_AREA,Zone de référence,Fréquence d'observation,Objectif socio-économique,TIME_PERIOD,Valeur (monnaie nationale),CURRENCY,Monnaie,Valeur (USD PPA courant),Valeur (USD PPA constant),BASE_PER,DECIMALS,Multiplicateur d'unité,Statut d'observation,Statut d'observation 2,Statut d'observation 3,Statut d'observation auxilliaire,GDP (USD PPA courant),Observation GPD,population
AUS,Australie,Annuelle,Agriculture,2015,611.4917213,AUD,Dollar australien,414.829775,490.2525406,,3,Millions,Définition différente,,,,1129436.66608172,Valeur normale,23815995.0
AUS,Australie,Annuelle,Agriculture,2016,612.2178328,AUD,Dollar australien,422.1737523,473.5355602,,3,Millions,Définition différente,,,,1216898.6681997702,Valeur normale,24190907.0
AUS,Australie,Annuelle,Agriculture,2017,663.1083564,AUD,Dollar australien,448.7882035,503.487876,,3,Millions,Définition différente,,,,1251345.29861196,Valeur normale,24592588.0
AUS,Australie,Annuelle,Agriculture,2018,722.9425278,AUD,Dollar australien,491.6628601,530.5195405,,3,Millions,Définition différente,,,,1329693.31891296,Valeur normale,24963258.0
AUS,Australie,Annuelle,Agriculture,2019,739.0901285,AUD,Dollar australien,506.4852593,532.3320655,,3,Millions,Définition différente,,,,1363030.27301868,Valeur normale,25334826.0
AUS,Australie,Annuelle,Agriculture,2020,689.5936857,AUD,Dollar australien,481.8416118,481.8416118,,3,Millions,Définition différente,,,,1461066.00664252,Valeur normale,25649248.0
AUS,Australie,Annuelle,Agriculture,2021,737.804967,AUD,Dollar australien,528.6180573,481.0131472,,3,Millions,Définition différente,,,,1674329.46449161,Valeur normale,25685412.0
AUS,Australie,Annuelle,Agriculture,2022,788.053,AUD,Dollar australien,579.497329,482.3610852,,3,Millions,Définition différente,,,,1896638.09213884,Valeur normale,26014399.0
AUS,Australie,Annuelle,Agriculture,2023,787.3169567,AUD,Dollar australien,576.3038015,469.5769068,,3,Millions,Définition différente,Valeur provisoire,,,2003805.61455368,Valeur normale,26652777.0
AUS,Australie,Annuelle,Agriculture,2024,795.488,AUD,Dollar australien,576.4668227,462.1266039,,3,Millions,Définition différente,Valeur provisoire,,,2033546.42467499,Valeur normale,27204809.0
AUS,Australie,Annuelle,"Culture, activités de loisirs, religion et médias",2015,33.97446674,AUD,Dollar australien,23.04793328,27.2384205,,3,Millions,Définition différente,,,,1129436.66608172,Valeur normale,23815995.0
AUS,Australie,Annuelle,"Culture, activités de loisirs, religion et médias",2016,39.06628243,AUD,Dollar australien,26.93936399,30.21681654,,3,Millions,Définition différente,,,,1216898.6681997702,Valeur normale,24190907.0
AUS,Australie,Annuelle,"Culture, activités de loisirs, religion et médias",2017,35.33944573,AUD,Dollar australien,23.91754863,26.83269227,,3,Millions,Définition différente,,,,1251345.29861196,Valeur normale,24592588.0
AUS,Australie,Annuelle,"Culture, activités de loisirs, religion et médias",2018,33.72505169,AUD,Dollar australien,22.93592469,24.74857715,,3,Millions,Définition différente,,,,1329693.31891296,Valeur normale,24963258.0
AUS,Australie,Annuelle,"Culture, activités de loisirs, religion et médias",2019,38.86880185,AUD,Dollar australien,26.63609542,27.99538077,,3,Millions,Définition différente,,,,1363030.27301868,Valeur normale,25334826.0
AUS,Australie,Annuelle,"Culture, activités de loisirs, religion et médias",2020,32.3014635,AUD,Dollar australien,22.57008664,22.57008664,,3,Millions,Définition différente,,,,1461066.00664252,Valeur normale,25649248.0
AUS,Australie,Annuelle,"Culture, activités de loisirs, religion et médias",2021,34.299,AUD,Dollar australien,24.57434086,22.36128879,,3,Millions,Définition différente,,,,1674329.46449161,Valeur normale,25685412.0
AUS,Australie,Annuelle,"Culture, activités de loisirs, religion et médias",2022,41.062,AUD,Dollar australien,30.19507485,25.13372943,,3,Millions,Définition différente,,,,1896638.09213884,Valeur normale,26014399.0
AUS,Australie,Annuelle,"Culture, activités de loisirs, religion et médias",2023,74.595,AUD,Dollar australien,54.60238308,44.49045466,,3,Millions,Définition différente,Valeur provisoire,,,2003805.61455368,Valeur normale,26652777.0
AUS,Australie,Annuelle,"Culture, activités de loisirs, religion et médias",2024,93.66,AUD,Dollar australien,67.87265505,54.41034651,,3,Millions,Définition différente,Valeur provisoire,,,2033546.42467499,Valeur normale,27204809.0
AUS,Australie,Annuelle,Défense,2015,524.8384331,AUD,Dollar australien,356.0450641,420.7798181,,3,Millions,Définition différente,,,,1129436.66608172,Valeur normale,23815995.0
AUS,Australie,Annuelle,Défense,2016,510.3214712,AUD,Dollar australien,351.9079628,394.72121,,3,Millions,Définition différente,,,,1216898.6681997702,Valeur normale,24190907.0
AUS,Australie,Annuelle,Défense,2017,573.9859153,AUD,Dollar australien,388.47061,435.8185906,,3,Millions,Définition différente,,,,1251345.29861196,Valeur normale,24592588.0
AUS,Australie,Annuelle,Défense,2018,544.4995341,AUD,Dollar australien,370.3063355,399.5720704,,3,Millions,Définition différente,,,,1329693.31891296,Valeur normale,24963258.0
AUS,Australie,Annuelle,Défense,2019,473.7002652,AUD,Dollar australien,324.6183279,341.1841545,,3,Millions,Définition différente,,,,1363030.27301868,Valeur normale,25334826.0
AUS,Australie,Annuelle,Défense,2020,578.7198838,AUD,Dollar australien,404.3704682,404.3704682,,3,Millions,Définition différente,,,,1461066.00664252,Valeur normale,25649248.0
AUS,Australie,Annuelle,Défense,2021,656.6218,AUD,Dollar australien,470.4524309,428.0856496,,3,Millions,Définition différente,,,,1674329.46449161,Valeur normale,25685412.0
AUS,Australie,Annuelle,Défense,2022,662.857,AUD,Dollar australien,487.4340444,405.7295916,,3,Millions,Définition différente,,,,1896638.09213884,Valeur normale,26014399.0
AUS,Australie,Annuelle,Défense,2023,818.612952,AUD,Dollar australien,599.2119847,488.2426761,,3,Millions,Définition différente,Valeur provisoire,,,2003805.61455368,Valeur normale,26652777.0
AUS,Australie,Annuelle,Défense,2024,716.538,AUD,Dollar australien,519.2540733,416.2618072,,3,Millions,Définition différente,Valeur provisoire,,,2033546.42467499,Valeur normale,27204809.0
AUS,Australie,Annuelle,Enseignement,2015,15.7325853,AUD,Dollar australien,10.67282613,12.61331862,,3,Millions,Définition différente,,,,1129436.66608172,Valeur normale,23815995.0
AUS,Australie,Annuelle,Enseignement,2016,14.45834697,AUD,Dollar australien,9.970200578,11.1831787,,3,Millions,Définition différente,,,,1216898.6681997702,Valeur normale,24190907.0
AUS,Australie,Annuelle,Enseignement,2017,21.23965616,AUD,Dollar australien,14.37488615,16.12694104,,3,Millions,Définition différente,,,,1251345.29861196,Valeur normale,24592588.0
AUS,Australie,Annuelle,Enseignement,2018,24.65000691,AUD,Dollar australien,16.76411669,18.08900408,,3,Millions,Définition différente,,,,1329693.31891296,Valeur normale,24963258.0
AUS,Australie,Annuelle,Enseignement,2019,22.7096522,AUD,Dollar australien,15.56251889,16.35670075,,3,Millions,Définition différente,,,,1363030.27301868,Valeur normale,25334826.0
AUS,Australie,Annuelle,Enseignement,2020,22.77137969,AUD,Dollar australien,15.91110609,15.91110609,,3,Millions,Définition différente,,,,1461066.00664252,Valeur normale,25649248.0
AUS,Australie,Annuelle,Enseignement,2021,17.90189,AUD,Dollar australien,12.82623828,11.67116628,,3,Millions,Définition différente,,,,1674329.46449161,Valeur normale,25685412.0
AUS,Australie,Annuelle,Enseignement,2022,19.263,AUD,Dollar australien,14.16510952,11.79073182,,3,Millions,Définition différente,,,,1896638.09213884,Valeur normale,26014399.0
AUS,Australie,Annuelle,Enseignement,2023,19.40302815,AUD,Dollar australien,14.20271568,11.57248534,,3,Millions,Définition différente,Valeur provisoire,,,2003805.61455368,Valeur normale,26652777.0
AUS,Australie,Annuelle,Enseignement,2024,19.83,AUD,Dollar australien,14.37021941,11.51993563,,3,Millions,Définition différente,Valeur provisoire,,,2033546.42467499,Valeur normale,27204809.0
AUS,Australie,Annuelle,Environnement,2015,260.0990451,AUD,Dollar australien,176.4485513,208.5297531,,3,Millions,Définition différente,,,,1129436.66608172,Valeur normale,23815995.0
AUS,Australie,Annuelle,Environnement,2016,327.2913464,AUD,Dollar australien,225.6938762,253.151873,,3,Millions,Définition différente,,,,1216898.6681997702,Valeur normale,24190907.0
AUS,Australie,Annuelle,Environnement,2017,440.7859629,AUD,Dollar australien,298.3215918,334.6819356,,3,Millions,Définition différente,,,,1251345.29861196,Valeur normale,24592588.0
AUS,Australie,Annuelle,Environnement,2018,355.9772135,AUD,Dollar australien,242.0950051,261.2280513,,3,Millions,Définition différente,,,,1329693.31891296,Valeur normale,24963258.0
AUS,Australie,Annuelle,Environnement,2019,356.6609301,AUD,Dollar australien,244.4133627,256.8861933,,3,Millions,Définition différente,,,,1363030.27301868,Valeur normale,25334826.0
AUS,Australie,Annuelle,Environnement,2020,401.0524612,AUD,Dollar australien,280.2284422,280.2284422,,3,Millions,Définition différente,,,,1461066.00664252,Valeur normale,25649248.0
AUS,Australie,Annuelle,Environnement,2021,410.9415211,AUD,Dollar australien,294.428905,267.9139925,,3,Millions,Définition différente,,,,1674329.46449161,Valeur normale,25685412.0
AUS,Australie,Annuelle,Environnement,2022,418.767,AUD,Dollar australien,307.9416714,256.3240094,,3,Millions,Définition différente,,,,1896638.09213884,Valeur normale,26014399.0
AUS,Australie,Annuelle,Environnement,2023,424.9379347,AUD,Dollar australien,311.0479777,253.4443584,,3,Millions,Définition différente,Valeur provisoire,,,2003805.61455368,Valeur normale,26652777.0
AUS,Australie,Annuelle,Environnement,2024,461.5850966,AUD,Dollar australien,334.4971817,268.150812,,3,Millions,Définition différente,Valeur provisoire,,,2033546.42467499,Valeur normale,27204809.0
AUS,Australie,Annuelle,Exploration et exploitation de l’espace,2015,29.753,AUD,Dollar australien,20.1841331,23.85393511,,3,Millions,Définition différente,,,,1129436.66608172,Valeur normale,23815995.0
AUS,Australie,Annuelle,Exploration et exploitation de l’espace,2016,32.37043609,AUD,Dollar australien,22.32203594,25.03774272,,3,Millions,Définition différente,,,,1216898.6681997702,Valeur normale,24190907.0
AUS,Australie,Annuelle,Exploration et exploitation de l’espace,2017,36.89477709,AUD,Dollar australien,24.97018861,28.01363121,,3,Millions,Définition différente,,,,1251345.29861196,Valeur normale,24592588.0
AUS,Australie,Annuelle,Exploration et exploitation de l’espace,2018,46.58858957,AUD,Dollar australien,31.68423259,34.18827387,,3,Millions,Définition différente,,,,1329693.31891296,Valeur normale,24963258.0
AUS,Australie,Annuelle,Exploration et exploitation de l’espace,2019,41.25733652,AUD,Dollar australien,28.27291555,29.71573063,,3,Millions,Définition différente,,,,1363030.27301868,Valeur normale,25334826.0
AUS,Australie,Annuelle,Exploration et exploitation de l’espace,2020,34.703,AUD,Dollar australien,24.24811857,24.24811857,,3,Millions,Définition différente,,,,1461066.00664252,Valeur normale,25649248.0
AUS,Australie,Annuelle,Exploration et exploitation de l’espace,2021,138.353405,AUD,Dollar australien,99.126614,90.19972722,,3,Millions,Définition différente,,,,1674329.46449161,Valeur normale,25685412.0
AUS,Australie,Annuelle,Exploration et exploitation de l’espace,2022,165.993,AUD,Dollar australien,122.0634908,101.6030186,,3,Millions,Définition différente,,,,1896638.09213884,Valeur normale,26014399.0
AUS,Australie,Annuelle,Exploration et exploitation de l’espace,2023,110.0777138,AUD,Dollar australien,80.57517926,65.65329491,,3,Millions,Définition différente,Valeur provisoire,,,2003805.61455368,Valeur normale,26652777.0
AUS,Australie,Annuelle,Exploration et exploitation de l’espace,2024,169.458,AUD,Dollar australien,122.8012426,98.44403693,,3,Millions,Définition différente,Valeur provisoire,,,2033546.42467499,Valeur normale,27204809.0
AUS,Australie,Annuelle,Exploration et exploitation du milieu terrestre,2015,410.5176584,AUD,Dollar australien,278.4910113,329.1251835,,3,Millions,Définition différente,,,,1129436.66608172,Valeur normale,23815995.0
AUS,Australie,Annuelle,Exploration et exploitation du milieu terrestre,2016,316.7324459,AUD,Dollar australien,218.4126597,244.984821,,3,Millions,Définition différente,,,,1216898.6681997702,Valeur normale,24190907.0
AUS,Australie,Annuelle,Exploration et exploitation du milieu terrestre,2017,357.4865365,AUD,Dollar australien,241.9449837,271.4339749,,3,Millions,Définition différente,,,,1251345.29861196,Valeur normale,24592588.0
AUS,Australie,Annuelle,Exploration et exploitation du milieu terrestre,2018,380.2134721,AUD,Dollar australien,258.5777375,279.013433,,3,Millions,Définition différente,,,,1329693.31891296,Valeur normale,24963258.0
AUS,Australie,Annuelle,Exploration et exploitation du milieu terrestre,2019,398.5151989,AUD,Dollar australien,273.0953453,287.0318663,,3,Millions,Définition différente,,,,1363030.27301868,Valeur normale,25334826.0
AUS,Australie,Annuelle,Exploration et exploitation du milieu terrestre,2020,440.7113739,AUD,Dollar australien,307.9394187,307.9394187,,3,Millions,Définition différente,,,,1461066.00664252,Valeur normale,25649248.0
AUS,Australie,Annuelle,Exploration et exploitation du milieu terrestre,2021,448.124305,AUD,Dollar australien,321.069402,292.1553689,,3,Millions,Définition différente,,,,1674329.46449161,Valeur normale,25685412.0
AUS,Australie,Annuelle,Exploration et exploitation du milieu terrestre,2022,463.143,AUD,Dollar australien,340.5737069,283.4862123,,3,Millions,Définition différente,,,,1896638.09213884,Valeur normale,26014399.0
AUS,Australie,Annuelle,Exploration et exploitation du milieu terrestre,2023,516.4497606,AUD,Dollar australien,378.033215,308.0244609,,3,Millions,Définition différente,Valeur provisoire,,,2003805.61455368,Valeur normale,26652777.0
AUS,Australie,Annuelle,Exploration et exploitation du milieu terrestre,2024,576.4407415,AUD,Dollar australien,417.7296989,334.8744446,,3,Millions,Définition différente,Valeur provisoire,,,2033546.42467499,Valeur normale,27204809.0
AUS,Australie,Annuelle,Production et technologie industrielles,2015,580.825564,AUD,Dollar australien,394.0261652,465.6664979,,3,Millions,Définition différente,,,,1129436.66608172,Valeur normale,23815995.0
AUS,Australie,Annuelle,Production et technologie industrielles,2016,560.9741874,AUD,Dollar australien,386.8371108,433.8998504,,3,Millions,Définition différente,,,,1216898.6681997702,Valeur normale,24190907.0
AUS,Australie,Annuelle,Production et technologie industrielles,2017,573.8880845,AUD,Dollar australien,388.4043987,435.7443093,,3,Millions,Définition différente,,,,1251345.29861196,Valeur normale,24592588.0
AUS,Australie,Annuelle,Production et technologie industrielles,2018,524.8360247,AUD,Dollar australien,356.9334644,385.1423259,,3,Millions,Définition différente,,,,1329693.31891296,Valeur normale,24963258.0
AUS,Australie,Annuelle,Production et technologie industrielles,2019,487.4495028,AUD,Dollar australien,334.0404347,351.0870876,,3,Millions,Définition différente,,,,1363030.27301868,Valeur normale,25334826.0
AUS,Australie,Annuelle,Production et technologie industrielles,2020,580.9515851,AUD,Dollar australien,405.9298308,405.9298308,,3,Millions,Définition différente,,,,1461066.00664252,Valeur normale,25649248.0
AUS,Australie,Annuelle,Production et technologie industrielles,2021,544.25972,AUD,Dollar australien,389.9479249,354.8310089,,3,Millions,Définition différente,,,,1674329.46449161,Valeur normale,25685412.0
AUS,Australie,Annuelle,Production et technologie industrielles,2022,571.912,AUD,Dollar australien,420.5573438,350.0628675,,3,Millions,Définition différente,,,,1896638.09213884,Valeur normale,26014399.0
AUS,Australie,Annuelle,Production et technologie industrielles,2023,579.8992066,AUD,Dollar australien,424.4772254,345.8674088,,3,Millions,Définition différente,Valeur provisoire,,,2003805.61455368,Valeur normale,26652777.0
AUS,Australie,Annuelle,Production et technologie industrielles,2024,606.371,AUD,Dollar australien,439.4192794,352.2619712,,3,Millions,Définition différente,Valeur provisoire,,,2033546.42467499,Valeur normale,27204809.0
AUS,Australie,Annuelle,Progrès général des connaissances : R-D financée sur des fonds autres que les FGU,2015,597.0261858,AUD,Dollar australien,405.0165026,478.6550565,,3,Millions,Définition différente,,,,1129436.66608172,Valeur normale,23815995.0
AUS,Australie,Annuelle,Progrès général des connaissances : R-D financée sur des fonds autres que les FGU,2016,645.2747927,AUD,Dollar australien,444.9692019,499.1043123,,3,Millions,Définition différente,,,,1216898.6681997702,Valeur normale,24190907.0
AUS,Australie,Annuelle,Progrès général des connaissances : R-D financée sur des fonds autres que les FGU,2017,904.2134832,AUD,Dollar australien,611.966869,686.5552541,,3,Millions,Définition différente,,,,1251345.29861196,Valeur normale,24592588.0
AUS,Australie,Annuelle,Progrès général des connaissances : R-D financée sur des fonds autres que les FGU,2018,655.2421581,AUD,Dollar australien,445.6208082,480.8387323,,3,Millions,Définition différente,,,,1329693.31891296,Valeur normale,24963258.0
AUS,Australie,Annuelle,Progrès général des connaissances : R-D financée sur des fonds autres que les FGU,2019,649.1490208,AUD,Dollar australien,444.8502252,467.5516905,,3,Millions,Définition différente,,,,1363030.27301868,Valeur normale,25334826.0
AUS,Australie,Annuelle,Progrès général des connaissances : R-D financée sur des fonds autres que les FGU,2020,757.7447646,AUD,Dollar australien,529.4609946,529.4609946,,3,Millions,Définition différente,,,,1461066.00664252,Valeur normale,25649248.0
AUS,Australie,Annuelle,Progrès général des connaissances : R-D financée sur des fonds autres que les FGU,2021,829.257,AUD,Dollar australien,594.1410589,540.6354488,,3,Millions,Définition différente,,,,1674329.46449161,Valeur normale,25685412.0
AUS,Australie,Annuelle,Progrès général des connaissances : R-D financée sur des fonds autres que les FGU,2022,949.132,AUD,Dollar australien,697.947294,580.9562828,,3,Millions,Définition différente,,,,1896638.09213884,Valeur normale,26014399.0
AUS,Australie,Annuelle,Progrès général des connaissances : R-D financée sur des fonds autres que les FGU,2023,1192.861043,AUD,Dollar australien,873.1557829,711.4542549,,3,Millions,Définition différente,Valeur provisoire,,,2003805.61455368,Valeur normale,26652777.0
AUS,Australie,Annuelle,Progrès général des connaissances : R-D financée sur des fonds autres que les FGU,2024,1293.610645,AUD,Dollar australien,937.441694,751.5033465,,3,Millions,Définition différente,Valeur provisoire,,,2033546.42467499,Valeur normale,27204809.0
AUS,Australie,Annuelle,Progrès général des connaissances : R-D financée sur les fonds généraux des universités (FGU),2015,2022.283,AUD,Dollar australien,1371.896254,1621.329192,,3,Millions,Définition différente,,,,1129436.66608172,Valeur normale,23815995.0
AUS,Australie,Annuelle,Progrès général des connaissances : R-D financée sur les fonds généraux des universités (FGU),2016,1978.077,AUD,Dollar australien,1364.044209,1529.994309,,3,Millions,Définition différente,,,,1216898.6681997702,Valeur normale,24190907.0
AUS,Australie,Annuelle,Progrès général des connaissances : R-D financée sur les fonds généraux des universités (FGU),2017,2141.5515,AUD,Dollar australien,1449.390648,1626.046793,,3,Millions,Définition différente,,,,1251345.29861196,Valeur normale,24592588.0
AUS,Australie,Annuelle,Progrès général des connaissances : R-D financée sur les fonds généraux des universités (FGU),2018,2122.822,AUD,Dollar australien,1443.700842,1557.798177,,3,Millions,Définition différente,,,,1329693.31891296,Valeur normale,24963258.0
AUS,Australie,Annuelle,Progrès général des connaissances : R-D financée sur les fonds généraux des universités (FGU),2019,2144.843,AUD,Dollar australien,1469.822585,1544.830137,,3,Millions,Définition différente,,,,1363030.27301868,Valeur normale,25334826.0
AUS,Australie,Annuelle,Progrès général des connaissances : R-D financée sur les fonds généraux des universités (FGU),2020,3190.949,AUD,Dollar australien,2229.620197,2229.620197,,3,Millions,Définition différente,,,,1461066.00664252,Valeur normale,25649248.0
AUS,Australie,Annuelle,Progrès général des connaissances : R-D financée sur les fonds généraux des universités (FGU),2021,2230.581,AUD,Dollar australien,1598.153235,1454.230908,,3,Millions,Définition différente,,,,1674329.46449161,Valeur normale,25685412.0
AUS,Australie,Annuelle,Progrès général des connaissances : R-D financée sur les fonds généraux des universités (FGU),2022,2273.839,AUD,Dollar australien,1672.074882,1391.799089,,3,Millions,Définition différente,,,,1896638.09213884,Valeur normale,26014399.0
AUS,Australie,Annuelle,Progrès général des connaissances : R-D financée sur les fonds généraux des universités (FGU),2023,2395.246,AUD,Dollar australien,1753.282923,1428.588827,,3,Millions,Définition différente,Valeur provisoire,,,2003805.61455368,Valeur normale,26652777.0
AUS,Australie,Annuelle,Progrès général des connaissances : R-D financée sur les fonds généraux des universités (FGU),2024,2529.651,AUD,Dollar australien,1833.163888,1469.562112,,3,Millions,Définition différente,Valeur provisoire,,,2033546.42467499,Valeur normale,27204809.0
AUS,Australie,Annuelle,Santé,2015,1063.776527,AUD,Dollar australien,721.6551946,852.8637864,,3,Millions,Définition différente,,,,1129436.66608172,Valeur normale,23815995.0
AUS,Australie,Annuelle,Santé,2016,1129.279272,AUD,Dollar australien,778.7294684,873.4699708,,3,Millions,Définition différente,,,,1216898.6681997702,Valeur normale,24190907.0
AUS,Australie,Annuelle,Santé,2017,1147.654541,AUD,Dollar australien,776.7264803,871.3962683,,3,Millions,Définition différente,,,,1251345.29861196,Valeur normale,24592588.0
AUS,Australie,Annuelle,Santé,2018,1337.102963,AUD,Dollar australien,909.3445771,981.2111231,,3,Millions,Définition différente,,,,1329693.31891296,Valeur normale,24963258.0
AUS,Australie,Annuelle,Santé,2019,1572.822758,AUD,Dollar australien,1077.827334,1132.8307,,3,Millions,Définition différente,,,,1363030.27301868,Valeur normale,25334826.0
AUS,Australie,Annuelle,Santé,2020,1802.631796,AUD,Dollar australien,1259.557661,1259.557661,,3,Millions,Définition différente,,,,1461066.00664252,Valeur normale,25649248.0
AUS,Australie,Annuelle,Santé,2021,1794.995702,AUD,Dollar australien,1286.067705,1170.250365,,3,Millions,Définition différente,,,,1674329.46449161,Valeur normale,25685412.0
AUS,Australie,Annuelle,Santé,2022,1892.984,AUD,Dollar australien,1392.011923,1158.680719,,3,Millions,Définition différente,,,,1896638.09213884,Valeur normale,26014399.0
AUS,Australie,Annuelle,Santé,2023,1869.588547,AUD,Dollar australien,1368.50982,1115.072652,,3,Millions,Définition différente,Valeur provisoire,,,2003805.61455368,Valeur normale,26652777.0
AUS,Australie,Annuelle,Santé,2024,1893.606,AUD,Dollar australien,1372.240731,1100.061484,,3,Millions,Définition différente,Valeur provisoire,,,2033546.42467499,Valeur normale,27204809.0
AUS,Australie,Annuelle,"Systèmes, structures et processus politiques et sociaux",2015,181.1946393,AUD,Dollar australien,122.9206035,145.2695583,,3,Millions,Définition différente,,,,1129436.66608172,Valeur normale,23815995.0
AUS,Australie,Annuelle,"Systèmes, structures et processus politiques et sociaux",2016,200.5476755,AUD,Dollar australien,138.2938558,155.1187352,,3,Millions,Définition différente,,,,1216898.6681997702,Valeur normale,24190907.0
AUS,Australie,Annuelle,"Systèmes, structures et processus politiques et sociaux",2017,211.4421817,AUD,Dollar australien,143.1029423,160.5447645,,3,Millions,Définition différente,,,,1251345.29861196,Valeur normale,24592588.0
AUS,Australie,Annuelle,"Systèmes, structures et processus politiques et sociaux",2018,213.9183448,AUD,Dollar australien,145.4828029,156.9804758,,3,Millions,Définition différente,,,,1329693.31891296,Valeur normale,24963258.0
AUS,Australie,Annuelle,"Systèmes, structures et processus politiques et sociaux",2019,177.4567278,AUD,Dollar australien,121.6079248,127.8137846,,3,Millions,Définition différente,,,,1363030.27301868,Valeur normale,25334826.0
AUS,Australie,Annuelle,"Systèmes, structures et processus politiques et sociaux",2020,113.8483252,AUD,Dollar australien,79.54954006,79.54954006,,3,Millions,Définition différente,,,,1461066.00664252,Valeur normale,25649248.0
AUS,Australie,Annuelle,"Systèmes, structures et processus politiques et sociaux",2021,134.006,AUD,Dollar australien,96.01181146,87.36542947,,3,Millions,Définition différente,,,,1674329.46449161,Valeur normale,25685412.0
AUS,Australie,Annuelle,"Systèmes, structures et processus politiques et sociaux",2022,153.0087136,AUD,Dollar australien,112.5154537,93.65543832,,3,Millions,Définition différente,,,,1896638.09213884,Valeur normale,26014399.0
AUS,Australie,Annuelle,"Systèmes, structures et processus politiques et sociaux",2023,139.456,AUD,Dollar australien,102.0796291,83.17529117,,3,Millions,Définition différente,Valeur provisoire,,,2003805.61455368,Valeur normale,26652777.0
AUS,Australie,Annuelle,"Systèmes, structures et processus politiques et sociaux",2024,151.706,AUD,Dollar australien,109.9368888,88.13128366,,3,Millions,Définition différente,Valeur provisoire,,,2033546.42467499,Valeur normale,27204809.0
AUS,Australie,Annuelle,"Transports, télécommunications et autres infrastructures",2015,138.1073415,AUD,Dollar australien,93.69061818,110.7250886,,3,Millions,Définition différente,,,,1129436.66608172,Valeur normale,23815995.0
AUS,Australie,Annuelle,"Transports, télécommunications et autres infrastructures",2016,133.9845381,AUD,Dollar australien,92.39318455,103.633772,,3,Millions,Définition différente,,,,1216898.6681997702,Valeur normale,24190907.0
AUS,Australie,Annuelle,"Transports, télécommunications et autres infrastructures",2017,118.2665227,AUD,Dollar australien,80.0421526,89.79793383,,3,Millions,Définition différente,,,,1251345.29861196,Valeur normale,24592588.0
AUS,Australie,Annuelle,"Transports, télécommunications et autres infrastructures",2018,150.1206188,AUD,Dollar australien,102.094883,110.1635588,,3,Millions,Définition différente,,,,1329693.31891296,Valeur normale,24963258.0
AUS,Australie,Annuelle,"Transports, télécommunications et autres infrastructures",2019,169.1956267,AUD,Dollar australien,115.9467399,121.8636997,,3,Millions,Définition différente,,,,1363030.27301868,Valeur normale,25334826.0
AUS,Australie,Annuelle,"Transports, télécommunications et autres infrastructures",2020,178.9419773,AUD,Dollar australien,125.032599,125.032599,,3,Millions,Définition différente,,,,1461066.00664252,Valeur normale,25649248.0
AUS,Australie,Annuelle,"Transports, télécommunications et autres infrastructures",2021,112.54225,AUD,Dollar australien,80.63359318,73.37210278,,3,Millions,Définition différente,,,,1674329.46449161,Valeur normale,25685412.0
AUS,Australie,Annuelle,"Transports, télécommunications et autres infrastructures",2022,109.8303,AUD,Dollar australien,80.76406726,67.22626866,,3,Millions,Définition différente,,,,1896638.09213884,Valeur normale,26014399.0
AUS,Australie,Annuelle,"Transports, télécommunications et autres infrastructures",2023,108.1594286,AUD,Dollar australien,79.17102427,64.5091783,,3,Millions,Définition différente,Valeur provisoire,,,2003805.61455368,Valeur normale,26652777.0
AUS,Australie,Annuelle,"Transports, télécommunications et autres infrastructures",2024,119.631865,AUD,Dollar australien,86.69370388,69.49830481,,3,Millions,Définition différente,Valeur provisoire,,,2033546.42467499,Valeur normale,27204809.0
AUS,Australie,Annuelle,Énergie,2015,324.8747897,AUD,Dollar australien,220.3917588,260.4625467,,3,Millions,Définition différente,,,,1129436.66608172,Valeur normale,23815995.0
AUS,Australie,Annuelle,Énergie,2016,393.6787257,AUD,Dollar australien,271.4733481,304.5008916,,3,Millions,Définition différente,,,,1216898.6681997702,Valeur normale,24190907.0
AUS,Australie,Annuelle,Énergie,2017,441.9958691,AUD,Dollar australien,299.1404499,335.6005986,,3,Millions,Définition différente,,,,1251345.29861196,Valeur normale,24592588.0
AUS,Australie,Annuelle,Énergie,2018,351.7521235,AUD,Dollar australien,239.2215819,258.1275381,,3,Millions,Définition différente,,,,1329693.31891296,Valeur normale,24963258.0
AUS,Australie,Annuelle,Énergie,2019,368.9860202,AUD,Dollar australien,252.8595268,265.7633795,,3,Millions,Définition différente,,,,1363030.27301868,Valeur normale,25334826.0
AUS,Australie,Annuelle,Énergie,2020,371.8151911,AUD,Dollar australien,259.7994075,259.7994075,,3,Millions,Définition différente,,,,1461066.00664252,Valeur normale,25649248.0
AUS,Australie,Annuelle,Énergie,2021,597.403089,AUD,Dollar australien,428.0237657,389.4779147,,3,Millions,Définition différente,,,,1674329.46449161,Valeur normale,25685412.0
AUS,Australie,Annuelle,Énergie,2022,490.698,AUD,Dollar australien,360.8363655,300.3524126,,3,Millions,Définition différente,,,,1896638.09213884,Valeur normale,26014399.0
AUS,Australie,Annuelle,Énergie,2023,497.8137477,AUD,Dollar australien,364.3919426,296.909444,,3,Millions,Définition différente,Valeur provisoire,,,2003805.61455368,Valeur normale,26652777.0
AUS,Australie,Annuelle,Énergie,2024,654.791,AUD,Dollar australien,474.5078333,380.3908307,,3,Millions,Définition différente,Valeur provisoire,,,2033546.42467499,Valeur normale,27204809.0
AUT,Autriche,Annuelle,Agriculture,2015,32.304,EUR,Euro,40.45084622,48.29903674,,3,Millions,Définition différente,,,,428239.75211208896,Valeur normale,8618709.0
