REF_AREA,Zone de référence,Fréquence d'observation,Objectif socio-économique,TIME_PERIOD,Valeur (monnaie nationale),CURRENCY,Monnaie,Valeur (USD PPA courant),Valeur (USD PPA constant),BASE_PER,DECIMALS,Multiplicateur d'unité,Statut d'observation,Statut d'observation 2,Statut d'observation 3,Statut d'observation auxilliaire,GDP (USD PPA courant),Observation GPD,population
CHL,Chili,Annuelle,Progrès général des connaissances : R-D financée sur les fonds généraux des universités (FGU),2020,22737.45453,CLP,Peso chilien,55.47861479,55.47861479,,3,Millions,,,,,491062.044854876,Valeur normale,19458310.0
CHL,Chili,Annuelle,Progrès général des connaissances : R-D financée sur les fonds généraux des universités (FGU),2021,23419.57816,CLP,Peso chilien,55.36362868,53.47019816,,3,Millions,,,,,565981.8468222249,Valeur normale,19678363.0
CHL,Chili,Annuelle,Progrès général des connaissances : R-D financée sur les fonds généraux des universités (FGU),2022,31435.13146,CLP,Peso chilien,72.01173642,66.72622833,,3,Millions,,,,,604814.5301180261,Valeur normale,19828563.0
CHL,Chili,Annuelle,Progrès général des connaissances : R-D financée sur les fonds généraux des universités (FGU),2023,32661.10158,CLP,Peso chilien,74.72245443,65.04362567,,3,Millions,,,,,651600.019437631,Valeur normale,19960889.0
CHL,Chili,Annuelle,Santé,2015,29072.8,CLP,Peso chilien,74.2864806,88.84862801,,3,Millions,,,,,405499.679728266,Valeur normale,17971423.0
CHL,Chili,Annuelle,Santé,2016,30774.39562,CLP,Peso chilien,77.46844841,89.94667183,,3,Millions,,,,,424831.69059794303,Valeur normale,18167147.0
CHL,Chili,Annuelle,Santé,2017,30737.8031,CLP,Peso chilien,77.29097881,85.70186938,,3,Millions,,,,,450891.850347825,Valeur normale,18419192.0
CHL,Chili,Annuelle,Santé,2018,11814.305,CLP,Peso chilien,29.81682985,32.42454086,,3,Millions,,,,,478093.904701435,Valeur normale,18751405.0
CHL,Chili,Annuelle,Santé,2019,12241.189,CLP,Peso chilien,30.78193807,32.75505053,,3,Millions,,,,,491687.970151713,Valeur normale,19107216.0
CHL,Chili,Annuelle,Santé,2020,21130.51531,CLP,Peso chilien,51.55773782,51.55773782,,3,Millions,,,,,491062.044854876,Valeur normale,19458310.0
CHL,Chili,Annuelle,Santé,2021,17800.19553,CLP,Peso chilien,42.07946911,40.64035552,,3,Millions,,,,,565981.8468222249,Valeur normale,19678363.0
CHL,Chili,Annuelle,Santé,2022,15576.57803,CLP,Peso chilien,35.68289297,33.06384462,,3,Millions,,,,,604814.5301180261,Valeur normale,19828563.0
CHL,Chili,Annuelle,Santé,2023,17251.13353,CLP,Peso chilien,39.4673473,34.35512636,,3,Millions,,,,,651600.019437631,Valeur normale,19960889.0
CHL,Chili,Annuelle,"Systèmes, structures et processus politiques et sociaux",2015,7514.587,CLP,Peso chilien,19.20118535,22.96513391,,3,Millions,,,,,405499.679728266,Valeur normale,17971423.0
CHL,Chili,Annuelle,"Systèmes, structures et processus politiques et sociaux",2016,7006.501,CLP,Peso chilien,17.63747915,20.47843453,,3,Millions,,,,,424831.69059794303,Valeur normale,18167147.0
CHL,Chili,Annuelle,"Systèmes, structures et processus politiques et sociaux",2017,5740.393,CLP,Peso chilien,14.43436254,16.00512598,,3,Millions,,,,,450891.850347825,Valeur normale,18419192.0
CHL,Chili,Annuelle,"Systèmes, structures et processus politiques et sociaux",2018,5853.659,CLP,Peso chilien,14.77340854,16.0654567,,3,Millions,,,,,478093.904701435,Valeur normale,18751405.0
CHL,Chili,Annuelle,"Systèmes, structures et processus politiques et sociaux",2019,6157.575,CLP,Peso chilien,15.48396094,16.47647792,,3,Millions,,,,,491687.970151713,Valeur normale,19107216.0
CHL,Chili,Annuelle,"Systèmes, structures et processus politiques et sociaux",2020,5318.407674,CLP,Peso chilien,12.97673362,12.97673362,,3,Millions,,,,,491062.044854876,Valeur normale,19458310.0
CHL,Chili,Annuelle,"Systèmes, structures et processus politiques et sociaux",2021,6561.161509,CLP,Peso chilien,15.51051462,14.98005658,,3,Millions,,,,,565981.8468222249,Valeur normale,19678363.0
CHL,Chili,Annuelle,"Systèmes, structures et processus politiques et sociaux",2022,1986.276252,CLP,Peso chilien,4.550170311,4.216197501,,3,Millions,,,,,604814.5301180261,Valeur normale,19828563.0
CHL,Chili,Annuelle,"Systèmes, structures et processus politiques et sociaux",2023,581.950868,CLP,Peso chilien,1.331394078,1.158938082,,3,Millions,,,,,651600.019437631,Valeur normale,19960889.0
CHL,Chili,Annuelle,"Transports, télécommunications et autres infrastructures",2015,10608.046,CLP,Peso chilien,27.10555582,32.41897351,,3,Millions,,,,,405499.679728266,Valeur normale,17971423.0
CHL,Chili,Annuelle,"Transports, télécommunications et autres infrastructures",2016,5155.606875,CLP,Peso chilien,12.97821963,15.06868519,,3,Millions,,,,,424831.69059794303,Valeur normale,18167147.0
CHL,Chili,Annuelle,"Transports, télécommunications et autres infrastructures",2017,4479.057059,CLP,Peso chilien,11.2627016,12.48832136,,3,Millions,,,,,450891.850347825,Valeur normale,18419192.0
CHL,Chili,Annuelle,"Transports, télécommunications et autres infrastructures",2018,3124.164,CLP,Peso chilien,7.884735192,8.574315905,,3,Millions,,,,,478093.904701435,Valeur normale,18751405.0
CHL,Chili,Annuelle,"Transports, télécommunications et autres infrastructures",2019,3016.974,CLP,Peso chilien,7.586543009,8.072838008,,3,Millions,,,,,491687.970151713,Valeur normale,19107216.0
CHL,Chili,Annuelle,"Transports, télécommunications et autres infrastructures",2020,1764.289866,CLP,Peso chilien,4.304807196,4.304807196,,3,Millions,,,,,491062.044854876,Valeur normale,19458310.0
CHL,Chili,Annuelle,"Transports, télécommunications et autres infrastructures",2021,2986.264041,CLP,Peso chilien,7.059495791,6.818061748,,3,Millions,,,,,565981.8468222249,Valeur normale,19678363.0
CHL,Chili,Annuelle,"Transports, télécommunications et autres infrastructures",2022,3107.511251,CLP,Peso chilien,7.118700344,6.596202898,,3,Millions,,,,,604814.5301180261,Valeur normale,19828563.0
CHL,Chili,Annuelle,"Transports, télécommunications et autres infrastructures",2023,5745.912894,CLP,Peso chilien,13.14556747,11.44281697,,3,Millions,,,,,651600.019437631,Valeur normale,19960889.0
CHL,Chili,Annuelle,Énergie,2015,9422.487,CLP,Peso chilien,24.07622925,28.79581748,,3,Millions,,,,,405499.679728266,Valeur normale,17971423.0
CHL,Chili,Annuelle,Énergie,2016,7819.611796,CLP,Peso chilien,19.68432461,22.85497543,,3,Millions,,,,,424831.69059794303,Valeur normale,18167147.0
CHL,Chili,Annuelle,Énergie,2017,10163.80446,CLP,Peso chilien,25.55714189,28.33829859,,3,Millions,,,,,450891.850347825,Valeur normale,18419192.0
CHL,Chili,Annuelle,Énergie,2018,7889.152,CLP,Peso chilien,19.91056629,21.65189839,,3,Millions,,,,,478093.904701435,Valeur normale,18751405.0
CHL,Chili,Annuelle,Énergie,2019,7802.205,CLP,Peso chilien,19.61958035,20.87718922,,3,Millions,,,,,491687.970151713,Valeur normale,19107216.0
CHL,Chili,Annuelle,Énergie,2020,7311.098472,CLP,Peso chilien,17.83883131,17.83883131,,3,Millions,,,,,491062.044854876,Valeur normale,19458310.0
CHL,Chili,Annuelle,Énergie,2021,7714.755287,CLP,Peso chilien,18.23759779,17.61387379,,3,Millions,,,,,565981.8468222249,Valeur normale,19678363.0
CHL,Chili,Annuelle,Énergie,2022,5759.1503,CLP,Peso chilien,13.19308666,12.22474219,,3,Millions,,,,,604814.5301180261,Valeur normale,19828563.0
CHL,Chili,Annuelle,Énergie,2023,10414.20565,CLP,Peso chilien,23.82574284,20.73958504,,3,Millions,,,,,651600.019437631,Valeur normale,19960889.0
CZE,Tchèquie,Annuelle,Agriculture,2015,1148.586,CZK,Couronne tchèque,88.80012102,108.8580947,,3,Millions,,,,,359547.08984923,Valeur normale,10542942.0
CZE,Tchèquie,Annuelle,Agriculture,2016,1110.282,CZK,Couronne tchèque,88.28337388,103.6816683,,3,Millions,,,,,385090.479918602,Valeur normale,10565284.0
CZE,Tchèquie,Annuelle,Agriculture,2017,1226.02178,CZK,Couronne tchèque,98.67389439,112.5941591,,3,Millions,,,,,416849.073307304,Valeur normale,10589526.0
CZE,Tchèquie,Annuelle,Agriculture,2018,1239.714,CZK,Couronne tchèque,100.2070229,110.7362037,,3,Millions,,,,,442610.884907581,Valeur normale,10626430.0
CZE,Tchèquie,Annuelle,Agriculture,2019,1531.355,CZK,Couronne tchèque,126.5851689,131.7267007,,3,Millions,,,,,486786.850348307,Valeur normale,10669324.0
CZE,Tchèquie,Annuelle,Agriculture,2020,1560.097,CZK,Couronne tchèque,128.4002266,128.4002266,,3,Millions,,,,,479686.424529782,Valeur normale,10700155.0
CZE,Tchèquie,Annuelle,Agriculture,2021,1607.461118,CZK,Couronne tchèque,127.963315,127.167926,,3,Millions,,,,,502134.223392164,Valeur normale,10500850.0
CZE,Tchèquie,Annuelle,Agriculture,2022,1562.33,CZK,Couronne tchèque,122.2968706,113.7354413,,3,Millions,,,,,565056.274334881,Valeur normale,10759525.0
CZE,Tchèquie,Annuelle,Agriculture,2023,1482.74,CZK,Couronne tchèque,112.5220277,99.3954859,,3,Millions,,,,,609064.2303483591,Valeur normale,10878042.0
CZE,Tchèquie,Annuelle,Agriculture,2024,1408.05,CZK,Couronne tchèque,108.6567263,90.83983388,,3,Millions,Valeur provisoire,,,,628403.282843211,Valeur normale,10886531.0
CZE,Tchèquie,Annuelle,"Culture, activités de loisirs, religion et médias",2015,500.385,CZK,Couronne tchèque,38.68604402,47.42436152,,3,Millions,,,,,359547.08984923,Valeur normale,10542942.0
CZE,Tchèquie,Annuelle,"Culture, activités de loisirs, religion et médias",2016,400.442,CZK,Couronne tchèque,31.8408934,37.39454897,,3,Millions,,,,,385090.479918602,Valeur normale,10565284.0
CZE,Tchèquie,Annuelle,"Culture, activités de loisirs, religion et médias",2017,443.53704,CZK,Couronne tchèque,35.69718561,40.73311003,,3,Millions,,,,,416849.073307304,Valeur normale,10589526.0
CZE,Tchèquie,Annuelle,"Culture, activités de loisirs, religion et médias",2018,209.287,CZK,Couronne tchèque,16.91682695,18.69435036,,3,Millions,,,,,442610.884907581,Valeur normale,10626430.0
CZE,Tchèquie,Annuelle,"Culture, activités de loisirs, religion et médias",2019,236.396,CZK,Couronne tchèque,19.54101276,20.33471347,,3,Millions,,,,,486786.850348307,Valeur normale,10669324.0
CZE,Tchèquie,Annuelle,"Culture, activités de loisirs, religion et médias",2020,275.2,CZK,Couronne tchèque,22.64970855,22.64970855,,3,Millions,,,,,479686.424529782,Valeur normale,10700155.0
CZE,Tchèquie,Annuelle,"Culture, activités de loisirs, religion et médias",2021,772.231274,CZK,Couronne tchèque,61.47413003,61.0920217,,3,Millions,,,,,502134.223392164,Valeur normale,10500850.0
CZE,Tchèquie,Annuelle,"Culture, activités de loisirs, religion et médias",2022,805.91,CZK,Couronne tchèque,63.08543713,58.66912208,,3,Millions,,,,,565056.274334881,Valeur normale,10759525.0
CZE,Tchèquie,Annuelle,"Culture, activités de loisirs, religion et médias",2023,902.8,CZK,Couronne tchèque,68.51159784,60.51920409,,3,Millions,,,,,609064.2303483591,Valeur normale,10878042.0
CZE,Tchèquie,Annuelle,"Culture, activités de loisirs, religion et médias",2024,923.9,CZK,Couronne tchèque,71.2957277,59.60507264,,3,Millions,Valeur provisoire,,,,628403.282843211,Valeur normale,10886531.0
CZE,Tchèquie,Annuelle,Défense,2015,366.47,CZK,Couronne tchèque,28.3327329,34.73246753,,3,Millions,,,,,359547.08984923,Valeur normale,10542942.0
CZE,Tchèquie,Annuelle,Défense,2016,329.196,CZK,Couronne tchèque,26.17581259,30.74137064,,3,Millions,,,,,385090.479918602,Valeur normale,10565284.0
CZE,Tchèquie,Annuelle,Défense,2017,386.57331,CZK,Couronne tchèque,31.1125745,35.5017321,,3,Millions,,,,,416849.073307304,Valeur normale,10589526.0
CZE,Tchèquie,Annuelle,Défense,2018,389.75,CZK,Couronne tchèque,31.50378812,34.81402596,,3,Millions,,,,,442610.884907581,Valeur normale,10626430.0
CZE,Tchèquie,Annuelle,Défense,2019,383.984,CZK,Couronne tchèque,31.74096112,33.03018925,,3,Millions,,,,,486786.850348307,Valeur normale,10669324.0
CZE,Tchèquie,Annuelle,Défense,2020,376.659,CZK,Couronne tchèque,31.00006022,31.00006022,,3,Millions,,,,,479686.424529782,Valeur normale,10700155.0
CZE,Tchèquie,Annuelle,Défense,2021,122.69936,CZK,Couronne tchèque,9.767587334,9.706874373,,3,Millions,,,,,502134.223392164,Valeur normale,10500850.0
CZE,Tchèquie,Annuelle,Défense,2022,167.78,CZK,Couronne tchèque,13.13356906,12.2141496,,3,Millions,,,,,565056.274334881,Valeur normale,10759525.0
CZE,Tchèquie,Annuelle,Défense,2023,248.78,CZK,Couronne tchèque,18.87939224,16.67696898,,3,Millions,,,,,609064.2303483591,Valeur normale,10878042.0
CZE,Tchèquie,Annuelle,Défense,2024,316.76,CZK,Couronne tchèque,24.44380854,20.43565625,,3,Millions,Valeur provisoire,,,,628403.282843211,Valeur normale,10886531.0
CZE,Tchèquie,Annuelle,Enseignement,2015,1215.194,CZK,Couronne tchèque,93.94975584,115.1709175,,3,Millions,,,,,359547.08984923,Valeur normale,10542942.0
CZE,Tchèquie,Annuelle,Enseignement,2016,73.27,CZK,Couronne tchèque,5.826017899,6.842185892,,3,Millions,,,,,385090.479918602,Valeur normale,10565284.0
CZE,Tchèquie,Annuelle,Enseignement,2017,96.074052,CZK,Couronne tchèque,7.732326632,8.823152472,,3,Millions,,,,,416849.073307304,Valeur normale,10589526.0
CZE,Tchèquie,Annuelle,Enseignement,2018,183.295,CZK,Couronne tchèque,14.81587388,16.37264115,,3,Millions,,,,,442610.884907581,Valeur normale,10626430.0
CZE,Tchèquie,Annuelle,Enseignement,2019,194.336,CZK,Couronne tchèque,16.06424075,16.71672481,,3,Millions,,,,,486786.850348307,Valeur normale,10669324.0
CZE,Tchèquie,Annuelle,Enseignement,2020,245.956,CZK,Couronne tchèque,20.2428478,20.2428478,,3,Millions,,,,,479686.424529782,Valeur normale,10700155.0
CZE,Tchèquie,Annuelle,Enseignement,2021,223.354614,CZK,Couronne tchèque,17.78033479,17.66981652,,3,Millions,,,,,502134.223392164,Valeur normale,10500850.0
CZE,Tchèquie,Annuelle,Enseignement,2022,205.12,CZK,Couronne tchèque,16.05648877,14.93244943,,3,Millions,,,,,565056.274334881,Valeur normale,10759525.0
CZE,Tchèquie,Annuelle,Enseignement,2023,280.7,CZK,Couronne tchèque,21.30173406,18.81672639,,3,Millions,,,,,609064.2303483591,Valeur normale,10878042.0
CZE,Tchèquie,Annuelle,Enseignement,2024,296.22,CZK,Couronne tchèque,22.85877309,19.11052562,,3,Millions,Valeur provisoire,,,,628403.282843211,Valeur normale,10886531.0
CZE,Tchèquie,Annuelle,Environnement,2015,620.451,CZK,Couronne tchèque,47.96865353,58.8037062,,3,Millions,,,,,359547.08984923,Valeur normale,10542942.0
CZE,Tchèquie,Annuelle,Environnement,2016,575.99,CZK,Couronne tchèque,45.79948204,53.78778016,,3,Millions,,,,,385090.479918602,Valeur normale,10565284.0
CZE,Tchèquie,Annuelle,Environnement,2017,629.7929024,CZK,Couronne tchèque,50.68761367,57.83828919,,3,Millions,,,,,416849.073307304,Valeur normale,10589526.0
CZE,Tchèquie,Annuelle,Environnement,2018,692.158,CZK,Couronne tchèque,55.94765613,61.82631579,,3,Millions,,,,,442610.884907581,Valeur normale,10626430.0
CZE,Tchèquie,Annuelle,Environnement,2019,739.531,CZK,Couronne tchèque,61.13125733,63.61423623,,3,Millions,,,,,486786.850348307,Valeur normale,10669324.0
CZE,Tchèquie,Annuelle,Environnement,2020,790.952,CZK,Couronne tchèque,65.097501,65.097501,,3,Millions,,,,,479686.424529782,Valeur normale,10700155.0
CZE,Tchèquie,Annuelle,Environnement,2021,893.813048,CZK,Couronne tchèque,71.15275097,70.71048268,,3,Millions,,,,,502134.223392164,Valeur normale,10500850.0
CZE,Tchèquie,Annuelle,Environnement,2022,930.52,CZK,Couronne tchèque,72.83972274,67.74055599,,3,Millions,,,,,565056.274334881,Valeur normale,10759525.0
CZE,Tchèquie,Annuelle,Environnement,2023,1056.99,CZK,Couronne tchèque,80.21275343,70.85533178,,3,Millions,,,,,609064.2303483591,Valeur normale,10878042.0
CZE,Tchèquie,Annuelle,Environnement,2024,1003.9,CZK,Couronne tchèque,77.4691861,64.76624355,,3,Millions,Valeur provisoire,,,,628403.282843211,Valeur normale,10886531.0
CZE,Tchèquie,Annuelle,Exploration et exploitation de l’espace,2015,494.891,CZK,Couronne tchèque,38.26128883,46.90366357,,3,Millions,,,,,359547.08984923,Valeur normale,10542942.0
CZE,Tchèquie,Annuelle,Exploration et exploitation de l’espace,2016,529.394,CZK,Couronne tchèque,42.09443045,49.43649731,,3,Millions,,,,,385090.479918602,Valeur normale,10565284.0
CZE,Tchèquie,Annuelle,Exploration et exploitation de l’espace,2017,561.0061126,CZK,Couronne tchèque,45.15144739,51.52111695,,3,Millions,,,,,416849.073307304,Valeur normale,10589526.0
CZE,Tchèquie,Annuelle,Exploration et exploitation de l’espace,2018,557.274,CZK,Couronne tchèque,45.04488011,49.77793843,,3,Millions,,,,,442610.884907581,Valeur normale,10626430.0
CZE,Tchèquie,Annuelle,Exploration et exploitation de l’espace,2019,570.116,CZK,Couronne tchèque,47.1270412,49.04120842,,3,Millions,,,,,486786.850348307,Valeur normale,10669324.0
CZE,Tchèquie,Annuelle,Exploration et exploitation de l’espace,2020,673.199,CZK,Couronne tchèque,55.40610881,55.40610881,,3,Millions,,,,,479686.424529782,Valeur normale,10700155.0
CZE,Tchèquie,Annuelle,Exploration et exploitation de l’espace,2021,715.516191,CZK,Couronne tchèque,56.95927741,56.60523231,,3,Millions,,,,,502134.223392164,Valeur normale,10500850.0
CZE,Tchèquie,Annuelle,Exploration et exploitation de l’espace,2022,724.72,CZK,Couronne tchèque,56.73000459,52.75860351,,3,Millions,,,,,565056.274334881,Valeur normale,10759525.0
CZE,Tchèquie,Annuelle,Exploration et exploitation de l’espace,2023,670.83,CZK,Couronne tchèque,50.90788123,44.96909357,,3,Millions,,,,,609064.2303483591,Valeur normale,10878042.0
CZE,Tchèquie,Annuelle,Exploration et exploitation de l’espace,2024,709.5,CZK,Couronne tchèque,54.75085919,45.77313458,,3,Millions,Valeur provisoire,,,,628403.282843211,Valeur normale,10886531.0
CZE,Tchèquie,Annuelle,Exploration et exploitation du milieu terrestre,2015,435.634,CZK,Couronne tchèque,33.67997862,41.28753721,,3,Millions,,,,,359547.08984923,Valeur normale,10542942.0
CZE,Tchèquie,Annuelle,Exploration et exploitation du milieu terrestre,2016,369.127,CZK,Couronne tchèque,29.3509009,34.47025456,,3,Millions,,,,,385090.479918602,Valeur normale,10565284.0
CZE,Tchèquie,Annuelle,Exploration et exploitation du milieu terrestre,2017,416.96979,CZK,Couronne tchèque,33.55897399,38.29325356,,3,Millions,,,,,416849.073307304,Valeur normale,10589526.0
CZE,Tchèquie,Annuelle,Exploration et exploitation du milieu terrestre,2018,442.096,CZK,Couronne tchèque,35.73495501,39.48977965,,3,Millions,,,,,442610.884907581,Valeur normale,10626430.0
CZE,Tchèquie,Annuelle,Exploration et exploitation du milieu terrestre,2019,491.358,CZK,Couronne tchèque,40.61673187,42.26646873,,3,Millions,,,,,486786.850348307,Valeur normale,10669324.0
CZE,Tchèquie,Annuelle,Exploration et exploitation du milieu terrestre,2020,709.592,CZK,Couronne tchèque,58.4013517,58.4013517,,3,Millions,,,,,479686.424529782,Valeur normale,10700155.0
CZE,Tchèquie,Annuelle,Exploration et exploitation du milieu terrestre,2021,853.922335,CZK,Couronne tchèque,67.9772167,67.55468675,,3,Millions,,,,,502134.223392164,Valeur normale,10500850.0
CZE,Tchèquie,Annuelle,Exploration et exploitation du milieu terrestre,2022,905.28,CZK,Couronne tchèque,70.86397305,65.90311926,,3,Millions,,,,,565056.274334881,Valeur normale,10759525.0
CZE,Tchèquie,Annuelle,Exploration et exploitation du milieu terrestre,2023,843.46,CZK,Couronne tchèque,64.00840974,56.54134679,,3,Millions,,,,,609064.2303483591,Valeur normale,10878042.0
CZE,Tchèquie,Annuelle,Exploration et exploitation du milieu terrestre,2024,872.84,CZK,Couronne tchèque,67.35551787,56.3109553,,3,Millions,Valeur provisoire,,,,628403.282843211,Valeur normale,10886531.0
CZE,Tchèquie,Annuelle,Production et technologie industrielles,2015,3040.391,CZK,Couronne tchèque,235.0604036,288.1553243,,3,Millions,,,,,359547.08984923,Valeur normale,10542942.0
CZE,Tchèquie,Annuelle,Production et technologie industrielles,2016,2390.788,CZK,Couronne tchèque,190.1020019,223.2593957,,3,Millions,,,,,385090.479918602,Valeur normale,10565284.0
CZE,Tchèquie,Annuelle,Production et technologie industrielles,2017,2975.533702,CZK,Couronne tchèque,239.4798388,273.2640811,,3,Millions,,,,,416849.073307304,Valeur normale,10589526.0
CZE,Tchèquie,Annuelle,Production et technologie industrielles,2018,3615.562,CZK,Couronne tchèque,292.2486188,322.9564319,,3,Millions,,,,,442610.884907581,Valeur normale,10626430.0
CZE,Tchèquie,Annuelle,Production et technologie industrielles,2019,4014.053,CZK,Couronne tchèque,331.8104405,345.2876428,,3,Millions,,,,,486786.850348307,Valeur normale,10669324.0
CZE,Tchèquie,Annuelle,Production et technologie industrielles,2020,4459.888,CZK,Couronne tchèque,367.0609134,367.0609134,,3,Millions,,,,,479686.424529782,Valeur normale,10700155.0
CZE,Tchèquie,Annuelle,Production et technologie industrielles,2021,4551.894801,CZK,Couronne tchèque,362.3574728,360.1051464,,3,Millions,,,,,502134.223392164,Valeur normale,10500850.0
CZE,Tchèquie,Annuelle,Production et technologie industrielles,2022,3999.02,CZK,Couronne tchèque,313.0373426,291.1230691,,3,Millions,,,,,565056.274334881,Valeur normale,10759525.0
CZE,Tchèquie,Annuelle,Production et technologie industrielles,2023,3615.62,CZK,Couronne tchèque,274.3818159,242.3731111,,3,Millions,,,,,609064.2303483591,Valeur normale,10878042.0
CZE,Tchèquie,Annuelle,Production et technologie industrielles,2024,3519.36,CZK,Couronne tchèque,271.5827819,227.050231,,3,Millions,Valeur provisoire,,,,628403.282843211,Valeur normale,10886531.0
CZE,Tchèquie,Annuelle,Progrès général des connaissances : R-D financée sur des fonds autres que les FGU,2015,9157.678,CZK,Couronne tchèque,708.0035057,867.9257614,,3,Millions,,,,,359547.08984923,Valeur normale,10542942.0
CZE,Tchèquie,Annuelle,Progrès général des connaissances : R-D financée sur des fonds autres que les FGU,2016,10672.163,CZK,Couronne tchèque,848.5903188,996.6005612,,3,Millions,,,,,385090.479918602,Valeur normale,10565284.0
CZE,Tchèquie,Annuelle,Progrès général des connaissances : R-D financée sur des fonds autres que les FGU,2017,11375.99945,CZK,Couronne tchèque,915.5744103,1044.737633,,3,Millions,,,,,416849.073307304,Valeur normale,10589526.0
CZE,Tchèquie,Annuelle,Progrès général des connaissances : R-D financée sur des fonds autres que les FGU,2018,12224.075,CZK,Couronne tchèque,988.0812541,1091.90318,,3,Millions,,,,,442610.884907581,Valeur normale,10626430.0
CZE,Tchèquie,Annuelle,Progrès général des connaissances : R-D financée sur des fonds autres que les FGU,2019,12957.589,CZK,Couronne tchèque,1071.102777,1114.607944,,3,Millions,,,,,486786.850348307,Valeur normale,10669324.0
CZE,Tchèquie,Annuelle,Progrès général des connaissances : R-D financée sur des fonds autres que les FGU,2020,13097.54,CZK,Couronne tchèque,1077.963168,1077.963168,,3,Millions,,,,,479686.424529782,Valeur normale,10700155.0
CZE,Tchèquie,Annuelle,Progrès général des connaissances : R-D financée sur des fonds autres que les FGU,2021,12782.21377,CZK,Couronne tchèque,1017.539043,1011.214266,,3,Millions,,,,,502134.223392164,Valeur normale,10500850.0
CZE,Tchèquie,Annuelle,Progrès général des connaissances : R-D financée sur des fonds autres que les FGU,2022,12752.13,CZK,Couronne tchèque,998.2177853,928.3372483,,3,Millions,,,,,565056.274334881,Valeur normale,10759525.0
CZE,Tchèquie,Annuelle,Progrès général des connaissances : R-D financée sur des fonds autres que les FGU,2023,13403.29,CZK,Couronne tchèque,1017.147557,898.4896355,,3,Millions,,,,,609064.2303483591,Valeur normale,10878042.0
CZE,Tchèquie,Annuelle,Progrès général des connaissances : R-D financée sur des fonds autres que les FGU,2024,14011.19,CZK,Couronne tchèque,1081.218733,903.9268294,,3,Millions,Valeur provisoire,,,,628403.282843211,Valeur normale,10886531.0
CZE,Tchèquie,Annuelle,Progrès général des connaissances : R-D financée sur les fonds généraux des universités (FGU),2015,6296.061,CZK,Couronne tchèque,486.7645772,596.7138763,,3,Millions,,,,,359547.08984923,Valeur normale,10542942.0
CZE,Tchèquie,Annuelle,Progrès général des connaissances : R-D financée sur les fonds généraux des universités (FGU),2016,6814.986,CZK,Couronne tchèque,541.8893192,636.4050916,,3,Millions,,,,,385090.479918602,Valeur normale,10565284.0
CZE,Tchèquie,Annuelle,Progrès général des connaissances : R-D financée sur les fonds généraux des universités (FGU),2017,7067.602101,CZK,Couronne tchèque,568.8217246,649.0673563,,3,Millions,,,,,416849.073307304,Valeur normale,10589526.0
CZE,Tchèquie,Annuelle,Progrès général des connaissances : R-D financée sur les fonds généraux des universités (FGU),2018,7866.024,CZK,Couronne tchèque,635.8166862,702.6246664,,3,Millions,,,,,442610.884907581,Valeur normale,10626430.0
CZE,Tchèquie,Annuelle,Progrès général des connaissances : R-D financée sur les fonds généraux des universités (FGU),2019,8037.008,CZK,Couronne tchèque,664.3567399,691.341033,,3,Millions,,,,,486786.850348307,Valeur normale,10669324.0
CZE,Tchèquie,Annuelle,Progrès général des connaissances : R-D financée sur les fonds généraux des universités (FGU),2020,8994.139,CZK,Couronne tchèque,740.2421039,740.2421039,,3,Millions,,,,,479686.424529782,Valeur normale,10700155.0
CZE,Tchèquie,Annuelle,Progrès général des connaissances : R-D financée sur les fonds généraux des universités (FGU),2021,9213.347742,CZK,Couronne tchèque,733.4364149,728.8775515,,3,Millions,,,,,502134.223392164,Valeur normale,10500850.0
CZE,Tchèquie,Annuelle,Progrès général des connaissances : R-D financée sur les fonds généraux des universités (FGU),2022,10074.86,CZK,Couronne tchèque,788.6450684,733.4357327,,3,Millions,,,,,565056.274334881,Valeur normale,10759525.0
CZE,Tchèquie,Annuelle,Progrès général des connaissances : R-D financée sur les fonds généraux des universités (FGU),2023,10091.93,CZK,Couronne tchèque,765.8553939,676.5125956,,3,Millions,,,,,609064.2303483591,Valeur normale,10878042.0
CZE,Tchèquie,Annuelle,Progrès général des connaissances : R-D financée sur les fonds généraux des universités (FGU),2024,10728.68,CZK,Couronne tchèque,827.9132459,692.15689,,3,Millions,Valeur provisoire,,,,628403.282843211,Valeur normale,10886531.0
CZE,Tchèquie,Annuelle,Santé,2015,1867.41,CZK,Couronne tchèque,144.3742428,176.9851753,,3,Millions,,,,,359547.08984923,Valeur normale,10542942.0
CZE,Tchèquie,Annuelle,Santé,2016,1972.858,CZK,Couronne tchèque,156.8705612,184.2317616,,3,Millions,,,,,385090.479918602,Valeur normale,10565284.0
CZE,Tchèquie,Annuelle,Santé,2017,2397.2472,CZK,Couronne tchèque,192.937614,220.155985,,3,Millions,,,,,416849.073307304,Valeur normale,10589526.0
CZE,Tchèquie,Annuelle,Santé,2018,2670.535,CZK,Couronne tchèque,215.8613696,238.5428475,,3,Millions,,,,,442610.884907581,Valeur normale,10626430.0
CZE,Tchèquie,Annuelle,Santé,2019,2780.434,CZK,Couronne tchèque,229.8367835,239.1721041,,3,Millions,,,,,486786.850348307,Valeur normale,10669324.0
CZE,Tchèquie,Annuelle,Santé,2020,2716.113,CZK,Couronne tchèque,223.5434878,223.5434878,,3,Millions,,,,,479686.424529782,Valeur normale,10700155.0
